Rank,City,Country,Extra Info,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Description,imgsrc,imgurl,DescriptionB
104,Iasi, Romania,,136.59,49.63,74.67,65.51,33.87,12.75,34.6,61.27,61.73,"Ia_i is a university city in eastern Romania, near the border with Moldova. In the center is the huge St. Paraschiva Metropolitan Cathedral, a 19th-century Orthodox church built in Italian Renaissance style. Nearby, the Three Hierarchs Monastery has an exterior decorated with delicate, Moorish-style stone carvings. Backed by Palas Park�s manicured gardens, the Palace of Culture is a vast neo-Gothic building.",http://certifiedtranslations.ie/images/lang/romanian.jpg,,"Ia_i is a university city in eastern Romania, near the border with Moldova. In the center is the huge St. Paraschiva Metropolitan Cathedral, a 19th-century Orthodox church built in Italian Renaissance style. Nearby, the Three Hierarchs Monastery has an exterior decorated with delicate, Moorish-style stone carvings. Backed by Palas Park  is manicured gardens, the Palace of Culture is a vast neo-Gothic building."
105,Tokyo, Japan,,136.41,98.6,80.36,75.51,90.97,19.88,44.19,43.8,31.91,"Tokyo, Japan�s busy capital, mixes the ultramodern and the traditional, from neon-lit skyscrapers to historic temples. The opulent Meiji Shinto Shrine is known for its towering gate and surrounding woods. The Imperial Palace sits amid large public gardens. The city's many museums offer exhibits ranging from classical art (in the Tokyo National Museum) to a reconstructed kabuki theater (in the Edo-Tokyo Museum).",https://vignette3.wikia.nocookie.net/olympians/images/4/40/Tokyo-Main-Image.jpg/revision/latest?cb=20150706064906,,"Tokyo, Japan  is busy capital, mixes the ultramodern and the traditional, from neon-lit skyscrapers to historic temples. The opulent Meiji Shinto Shrine is known for its towering gate and surrounding woods. The Imperial Palace sits amid large public gardens. The city's many museums offer exhibits ranging from classical art (in the Tokyo National Museum) to a reconstructed kabuki theater (in the Edo-Tokyo Museum)."
106,New York, United States, NY,135.86,100,52.38,65.06,100,12.95,48.22,59.35,80.53,"New York City comprises 5 boroughs sitting where the Hudson River meets the Atlantic Ocean. At its core is Manhattan, a densely populated borough that�s among the world�s major commercial, financial and cultural centers. Its iconic sites include skyscrapers such as the Empire State Building and sprawling Central Park. Broadway theater is staged in neon-lit Times Square.",https://www.gentlegiant.com/wp-content/uploads/2015/06/New-York.jpg,,"New York City comprises 5 boroughs sitting where the Hudson River meets the Atlantic Ocean. At its core is Manhattan, a densely populated borough that  is among the world  is major commercial, financial and cultural centers. Its iconic sites include skyscrapers such as the Empire State Building and sprawling Central Park. Broadway theater is staged in neon-lit Times Square."
107,Wroclaw, Poland,,135.25,69.21,64.36,56.19,38.37,9.73,41.41,60.26,62.41,"Wroc_aw is a city on the Oder River in western Poland. It�s known for its Market Square, lined with elegant townhouses and featuring a modern fountain. Also on the square is the Gothic Old Town Hall, with its large astronomical clock. Nearby is the Panorama of Rac_awice, a painting depicting the 1794 battle for independence. The Centennial Hall auditorium, with its giant dome and tall spire, lies across the river.",http://files.tpg.ua/pages/_____________________[dd]/wroclaw900a.jpg,,"Wroc_aw is a city on the Oder River in western Poland. It  is known for its Market Square, lined with elegant townhouses and featuring a modern fountain. Also on the square is the Gothic Old Town Hall, with its large astronomical clock. Nearby is the Panorama of Rac_awice, a painting depicting the 1794 battle for independence. The Centennial Hall auditorium, with its giant dome and tall spire, lies across the river."
108,Sofia, Bulgaria,,134.23,57.21,54.44,53.96,37.65,9.26,29.87,60.97,69.85,"Sofia is the capital of the Balkan nation of Bulgaria. It�s in the west of the country, below Vitosha Mountain. The city�s landmarks reflect more than 2,000 years of history, including Greek, Roman, Ottoman and Soviet occupation. Medieval Boyana Church has 13th-century frescoes. Built by the Romans in the 4th century, St. George Rotunda Church has medieval and Ottoman decoration dating to the 10th century.",http://blog.radissonblu.com/wp-content/uploads/2015/11/BP1-EN-SOFZH-Alexander-Nevsky-Cathedral-in-Sofia-Bulgaria-beautiful-architecture.jpg,,"Sofia is the capital of the Balkan nation of Bulgaria. It  is in the west of the country, below Vitosha Mountain. The city  is landmarks reflect more than 2,000 years of history, including Greek, Roman, Ottoman and Soviet occupation. Medieval Boyana Church has 13th-century frescoes. Built by the Romans in the 4th century, St. George Rotunda Church has medieval and Ottoman decoration dating to the 10th century."
109,Medellin, Colombia,,133.9,37.96,49.27,73.6,33.91,15.9,35,64.79,96.03,"Medell'n is the capital of Colombia�s mountainous Antioquia province. Nicknamed the �City of Eternal Spring� for its temperate weather, it hosts a famous annual Flower Festival. Modern metrocables link the city to surrounding barrios and offer views of the Aburr� Valley below. Sculptures by Fernando Botero decorate downtown's Botero Plaza, while the Museo de Antioquia displays more of the Colombian artist�s work.",http://www.aerotur.com.br/wp-content/uploads/2017/02/Plaza-Botero-Medellin-Colombia.jpg,,"Medell'n is the capital of Colombia  is mountainous Antioquia province. Nicknamed the �City of Eternal Spring� for its temperate weather, it hosts a famous annual Flower Festival. Modern metrocables link the city to surrounding barrios and offer views of the Aburr� Valley below. Sculptures by Fernando Botero decorate downtown's Botero Plaza, while the Museo de Antioquia displays more of the Colombian artist  is work."
110,Turin, Italy,,133.75,80.05,45.04,66.53,65.01,10.42,29,75.74,82.03,"Turin is the capital city of Piedmont in northern Italy, known for its refined architecture and cuisine. The Alps rise to the northwest of the city. Stately baroque buildings and old cafes line Turin's boulevards and grand squares such as Piazza Castello and Piazza San Carlo. Nearby is the soaring spire of the Mole Antonelliana, a 19th-century tower housing the interactive National Cinema Museum.",http://www.nice-driver.com/assets/images/turin-img1.jpg,,"Turin is the capital city of Piedmont in northern Italy, known for its refined architecture and cuisine. The Alps rise to the northwest of the city. Stately baroque buildings and old cafes line Turin's boulevards and grand squares such as Piazza Castello and Piazza San Carlo. Nearby is the soaring spire of the Mole Antonelliana, a 19th-century tower housing the interactive National Cinema Museum."
111,Budapest, Hungary,,132.89,52.33,61.36,53.05,43.9,11.59,35.84,52.35,66.49,"Budapest, Hungary�s capital, is bisected by the River Danube. Its 19th-century Chain Bridge connects the hilly Buda district with flat Pest. A funicular runs up Castle Hill to Buda�s Old Town, where the Budapest History Museum traces city life from Roman times onward. Trinity Square is home to 13th-century Matthias Church and the turrets of the Fishermen�s Bastion, which offer sweeping views.",https://s.inyourpocket.com/gallery/108367.jpg,,"Budapest, Hungary  is capital, is bisected by the River Danube. Its 19th-century Chain Bridge connects the hilly Buda district with flat Pest. A funicular runs up Castle Hill to Buda  is Old Town, where the Budapest History Museum traces city life from Roman times onward. Trinity Square is home to 13th-century Matthias Church and the turrets of the Fishermen  is Bastion, which offer sweeping views."
112,Guadalajara, Mexico,,132.01,50.43,46.13,78.38,29.39,7.33,48.57,71.24,84.8,"Guadalajara is a city in western Mexico. It�s known for tequila and mariachi music, both born in Jalisco, the state of which Guadalajara is the capital. Guadalajara�s historic center is dotted with colonial plazas and landmarks such as the neoclassical Teatro Degollado and a cathedral with twin gold spires. The Palacio del Gobierno houses famous murals by painter Jos_ Clemente Orozco.",http://www.acrweb.org/laacr/assets/guadalajara.jpg,,"Guadalajara is a city in western Mexico. It  is known for tequila and mariachi music, both born in Jalisco, the state of which Guadalajara is the capital. Guadalajara  is historic center is dotted with colonial plazas and landmarks such as the neoclassical Teatro Degollado and a cathedral with twin gold spires. The Palacio del Gobierno houses famous murals by painter Jos_ Clemente Orozco."
113,Doha, Qatar,,131.31,111.7,83.43,65.58,69.02,6.36,32.97,73.94,9.26,"Doha, capital of the peninsular Persian Gulf country Qatar, is a modern city on Doha Bay. Ringing its downtown waterfront are numerous parks and the Corniche Promenade. On a man-made island, the I.M. Pei_designed Museum of Islamic Art houses an extensive collection from across the Muslim world. At Souq Waqif, a traditional market, vendors offer goods like clothing, crafts and spices.",http://airlines-airports.com/wp-content/uploads/2016/07/Qatar-Doha.jpg,,"Doha, capital of the peninsular Persian Gulf country Qatar, is a modern city on Doha Bay. Ringing its downtown waterfront are numerous parks and the Corniche Promenade. On a man-made island, the I.M. Pei_designed Museum of Islamic Art houses an extensive collection from across the Muslim world. At Souq Waqif, a traditional market, vendors offer goods like clothing, crafts and spices."
114,Miami, United States, FL,130.87,90.43,46.11,55.66,86.22,6.64,42.07,40.06,41.99,"Miami is an international city at Florida's southeastern tip. Its Cuban influence is reflected in the cafes and cigar shops that line Calle Ocho in Little Havana. On barrier islands across the turquoise waters of Biscayne Bay is Miami Beach, home to South Beach. This glamorous neighborhood is famed for its colorful art deco buildings, white sand, surfside hotels and trendsetting nightclubs.",http://www.miamiandbeaches.com/~/media/Images/MiamiandBeaches/Places-To-See/Coral-Gables/coralgables-932x392.jpg,,"Miami is an international city at Florida's southeastern tip. Its Cuban influence is reflected in the cafes and cigar shops that line Calle Ocho in Little Havana. On barrier islands across the turquoise waters of Biscayne Bay is Miami Beach, home to South Beach. This glamorous neighborhood is famed for its colorful art deco buildings, white sand, surfside hotels and trendsetting nightclubs."
115,Buenos Aires, Argentina,,129.99,56.86,38.89,72.42,54.74,13.28,43.71,60.62,90.67,"Buenos Aires is Argentina�s big, cosmopolitan capital city. Its center is the Plaza de Mayo, lined with stately 19th-century buildings including Casa Rosada, the iconic, balconied presidential palace. Other major attractions include Teatro Col�n, a grand 1908 opera house with nearly 2,500 seats, and the modern MALBA museum, displaying Latin American art.",http://www.menteargentina.com/blog/wp-content/uploads/2016/11/buenos-aires.jpg,,"Buenos Aires is Argentina  is big, cosmopolitan capital city. Its center is the Plaza de Mayo, lined with stately 19th-century buildings including Casa Rosada, the iconic, balconied presidential palace. Other major attractions include Teatro Col�n, a grand 1908 opera house with nearly 2,500 seats, and the modern MALBA museum, displaying Latin American art."
116,Hyderabad, India,,129.9,74.08,62.71,69.55,24.06,7.07,40.36,80.55,53.7,"Hyderabad is the capital of southern India's Telangana state. A major center for the technology industry, it's home to many upscale restaurants and shops. Its historic sites include Golconda Fort, a former diamond-trading center that was once the Qutb Shahi dynastic capital. The Charminar, a 16th-century mosque whose 4 arches support towering minarets, is an old city landmark near the long-standing Laad Bazaar.",http://www2.kenes.com/India_Hotel/accommodation/PublishingImages/hyderabad.jpg,,"Hyderabad is the capital of southern India's Telangana state. A major center for the technology industry, it's home to many upscale restaurants and shops. Its historic sites include Golconda Fort, a former diamond-trading center that was once the Qutb Shahi dynastic capital. The Charminar, a 16th-century mosque whose 4 arches support towering minarets, is an old city landmark near the long-standing Laad Bazaar."
117,Ankara, Turkey,,129.54,62,57.15,70.21,37.33,7,35.45,73.46,58.49,"Ankara, Turkey�s cosmopolitan capital, sits in the country�s central Anatolia region. It�s a center for the performing arts, home to the State Opera and Ballet, the Presidential Symphony Orchestra and several national theater companies. Overlooking the city is Anitkabir, the enormous hilltop mausoleum of Kemal Atat�rk, modern Turkey�s first president, who declared Ankara the capital in 1923.",http://www.turkeysforlife.com/wp-content/uploads/blogger/-1zh3kcEgOy4/UuDQZiq7k7I/AAAAAAAAeb8/DWqrJCz8j9w/s1600/Ankara%2BMuseum%2BOf%2BAnatolian%2BCivilisations.JPG,,"Ankara, Turkey  is cosmopolitan capital, sits in the country  is central Anatolia region. It  is a center for the performing arts, home to the State Opera and Ballet, the Presidential Symphony Orchestra and several national theater companies. Overlooking the city is Anitkabir, the enormous hilltop mausoleum of Kemal Atat�rk, modern Turkey  is first president, who declared Ankara the capital in 1923."
118,Brasilia, Brazil,,129.05,48.71,35.48,41.23,56.06,16.05,30.31,34.66,81.71,"Bras'lia, inaugurated as Brazil�s capital in 1960, is a planned city distinguished by its white, modern architecture, chiefly designed by Oscar Niemeyer. Laid out in the shape of an airplane, its �fuselage� is the Monumental Axis, 2 wide avenues flanking a massive park. In the �cockpit� is Pra�a dos Tr�s Poderes, named for the 3 branches of government surrounding it.",http://upload.wikimedia.org/wikipedia/commons/3/3e/Brasilia_aerea_torredetv1304_4713.jpg,,"Bras'lia, inaugurated as Brazil  is capital in 1960, is a planned city distinguished by its white, modern architecture, chiefly designed by Oscar Niemeyer. Laid out in the shape of an airplane, its �fuselage� is the Monumental Axis, 2 wide avenues flanking a massive park. In the �cockpit� is Pra�a dos Tr�s Poderes, named for the 3 branches of government surrounding it."
119,Milan, Italy,,128.81,76.86,52.81,70.96,76.81,17.87,37.62,63.64,75.5,"Milan, a metropolis in Italy's northern Lombardy region, is a global capital of fashion and design. Home to the national stock exchange, it�s a financial hub also known for its high-end restaurants and shops. The Gothic Duomo di Milano cathedral and the Santa Maria delle Grazie convent, housing Leonardo da Vinci�s mural �The Last Supper,� testify to centuries of art and culture.",https://www.maastrichtuniversity.nl/file/milanjpg,,"Milan, a metropolis in Italy's northern Lombardy region, is a global capital of fashion and design. Home to the national stock exchange, it  is a financial hub also known for its high-end restaurants and shops. The Gothic Duomo di Milano cathedral and the Santa Maria delle Grazie convent, housing Leonardo da Vinci  is mural �The Last Supper,� testify to centuries of art and culture."
120,Belgrade, Serbia,,127.65,40.31,62.88,55.58,36.28,21.24,33.42,58.53,84.16,"Belgrade is the capital of the southeast European country of Serbia. Its most significant landmark is the Beogradska Tvr_ava, an imposing fortress at the confluence of the Danube and the Sava rivers. The fort is a testament to the city�s strategic importance to the Roman, Byzantine, Ottoman, Serbian and Austrian empires, and it's now the site of several museums as well as Kalemegdan, a vast park.",http://static.thousandwonders.net/Belgrade.original.791.jpg,,"Belgrade is the capital of the southeast European country of Serbia. Its most significant landmark is the Beogradska Tvr_ava, an imposing fortress at the confluence of the Danube and the Sava rivers. The fort is a testament to the city  is strategic importance to the Roman, Byzantine, Ottoman, Serbian and Austrian empires, and it's now the site of several museums as well as Kalemegdan, a vast park."
121,Paris, France,,127.47,95.4,47.25,72.71,83.2,16.82,41.62,68.46,73,"Paris, France's capital, is a major European city and a global center for art, fashion, gastronomy and culture. Its 19th-century cityscape is crisscrossed by wide boulevards and the River Seine. Beyond such landmarks as the Eiffel Tower and the 12th-century, Gothic Notre-Dame cathedral, the city is known for its cafe culture and designer boutiques along the Rue du Faubourg Saint-Honor_.",http://dwxf316kii2pu.cloudfront.net/photos/fr_2655_070_9.jpg,,"Paris, France's capital, is a major European city and a global center for art, fashion, gastronomy and culture. Its 19th-century cityscape is crisscrossed by wide boulevards and the River Seine. Beyond such landmarks as the Eiffel Tower and the 12th-century, Gothic Notre-Dame cathedral, the city is known for its cafe culture and designer boutiques along the Rue du Faubourg Saint-Honor_."
122,Istanbul, Turkey,,126.44,55.18,49.8,69.69,41.56,11.82,55.67,65.82,86.87,"Istanbul is a major city in Turkey that straddles Europe and Asia across the Bosphorus Strait. Its Old City reflects cultural influences of the many empires that once ruled here. In the Sultanahmet district, the open-air, Roman-era Hippodrome was for centuries the site of chariot races, and Egyptian obelisks also remain. The iconic Byzantine Hagia Sophia features a soaring 6th-century dome and rare Christian mosaics.",http://mithratravel.com/eng/wp-content/uploads/2017/01/hb_b_03115858_l-b.jpg,,"Istanbul is a major city in Turkey that straddles Europe and Asia across the Bosphorus Strait. Its Old City reflects cultural influences of the many empires that once ruled here. In the Sultanahmet district, the open-air, Roman-era Hippodrome was for centuries the site of chariot races, and Egyptian obelisks also remain. The iconic Byzantine Hagia Sophia features a soaring 6th-century dome and rare Christian mosaics."
123,Athens, Greece,,125.52,51.3,49.28,49.76,58.6,10.31,36.59,67.46,91.5,"Athens is the capital of Greece. It was also at the heart of Ancient Greece, a powerful civilization and empire. The city is still dominated by 5th-century BC landmarks, including the Acropolis, a hilltop citadel topped with ancient buildings like the colonnaded Parthenon temple. The Acropolis Museum, along with the National Archaeological Museum, preserves sculptures, vases, jewelry and more from Ancient Greece.",https://my.mccombs.utexas.edu/~/media/Images/MSB/MyBBA-Images/IP/IP-Programs/SIP%20Images/Athens.jpg,,"Athens is the capital of Greece. It was also at the heart of Ancient Greece, a powerful civilization and empire. The city is still dominated by 5th-century BC landmarks, including the Acropolis, a hilltop citadel topped with ancient buildings like the colonnaded Parthenon temple. The Acropolis Museum, along with the National Archaeological Museum, preserves sculptures, vases, jewelry and more from Ancient Greece."
124,Tbilisi, Georgia,,124.39,32.22,80.04,52.58,27.99,12.54,39.1,78.98,81.57,"Tbilisi is the capital of the country of Georgia. Its cobblestoned old town reflects a long, complicated history, with periods under Persian and Russian rule. Its diverse architecture encompasses Eastern Orthodox churches, ornate art nouveau buildings and Soviet Modernist structures. Looming over it all are Narikala, a reconstructed 4th-century fortress, and Kartlis Deda, an iconic statue of the �Mother of Georgia.�",https://www.millenniumhotels.com/en/tbilisi/the-biltmore-hotel-tbilisi/url(https://www.millenniumhotels.com/mhb-media/images/14624%20biltmore%20hotel%20tbilisi/hero/tbilisi%20hero/biltmore%20hotel%20tbilisi%20hero%20_downsize_8979%201180x740.jpg),,"Tbilisi is the capital of the country of Georgia. Its cobblestoned old town reflects a long, complicated history, with periods under Persian and Russian rule. Its diverse architecture encompasses Eastern Orthodox churches, ornate art nouveau buildings and Soviet Modernist structures. Looming over it all are Narikala, a reconstructed 4th-century fortress, and Kartlis Deda, an iconic statue of the �Mother of Georgia.�"
125,Yerevan, Armenia,,124.18,33.28,70.82,51.67,34.6,14.67,28.89,60.15,61.87,"Yerevan, Armenia's capital, is marked by grand Soviet-era architecture. The Matenadaran library, housing thousands of ancient Greek and Armenian manuscripts, dominates its main avenue. Republic Square is the city's core, with musical water fountains and colonnaded government buildings. The 1920s History Museum of Armenia on the square's eastern side contains archaeological objects like a circa-3500-B.C. leather shoe.",https://picnichotels.com/wp-content/uploads/2016/05/1412104490_david_of_sasun_yerevan-hayweb-e1463786328239.jpg,,"Yerevan, Armenia's capital, is marked by grand Soviet-era architecture. The Matenadaran library, housing thousands of ancient Greek and Armenian manuscripts, dominates its main avenue. Republic Square is the city's core, with musical water fountains and colonnaded government buildings. The 1920s History Museum of Armenia on the square's eastern side contains archaeological objects like a circa-3500-B.C. leather shoe."
126,Santiago, Chile,,123.96,56.32,47.45,62.8,53.6,11.25,36.65,77.72,89.39,"Santiago, Chile�s capital and largest city, sits in a valley surrounded by the snow-capped Andes and the Chilean Coast Range. Plaza de Armas, the grand heart of the city�s old colonial core, is home to 2 neoclassical landmarks: the 1808 Palacio de la Real Audiencia, housing the National History Museum, and the 18th-century Metropolitan Cathedral. La Chascona is the home-turned-museum of poet Pablo Neruda.",http://www.nationalgeographic.com/content/dam/travel/2016-digital/chile/santiago/night-andes-mountains-santiago-chile.jpg,,"Santiago, Chile  is capital and largest city, sits in a valley surrounded by the snow-capped Andes and the Chilean Coast Range. Plaza de Armas, the grand heart of the city  is old colonial core, is home to 2 neoclassical landmarks: the 1808 Palacio de la Real Audiencia, housing the National History Museum, and the 18th-century Metropolitan Cathedral. La Chascona is the home-turned-museum of poet Pablo Neruda."
127,Sarajevo, Bosnia And Herzegovina,,123.68,48.9,51.5,63.02,37.63,12.97,27.89,70.45,69.15,"Sarajevo, capital of Bosnia and Herzegovina, is a compact city on the Miljacka River, surrounded by the Dinaric Alps. Its center has museums commemorating local history, including Sarajevo 1878_1918, which covers the 1914 assassination of Archduke Franz Ferdinand, an event that sparked World War I. Landmarks of the old quarter, Ba__ar_ija, include the Ottoman-era Gazi Husrev-bey Mosque.",http://www.visitbalkan-tours.com/wp-content/uploads/2015/12/DSC_0187.jpg,,"Sarajevo, capital of Bosnia and Herzegovina, is a compact city on the Miljacka River, surrounded by the Dinaric Alps. Its center has museums commemorating local history, including Sarajevo 1878_1918, which covers the 1914 assassination of Archduke Franz Ferdinand, an event that sparked World War I. Landmarks of the old quarter, Ba__ar_ija, include the Ottoman-era Gazi Husrev-bey Mosque."
128,Bucharest, Romania,,122.98,53.59,71.08,51.55,38.54,10.98,37.82,71.28,61.02,"Bucharest, in southern Romania, is the country's capital and commercial center. Its iconic landmark is the massive, communist-era Palatul Parlamentului government building, which has 1,100 rooms. Nearby, the historic Lipscani district is home to an energetic nightlife scene as well as tiny Eastern Orthodox Stavropoleos Church and 15th-century Curtea Veche Palace, where Prince Vlad III (�The Impaler�) once ruled.",http://www.immaf.org/wp-content/uploads/2015/10/bucharest-03.jpg,,"Bucharest, in southern Romania, is the country's capital and commercial center. Its iconic landmark is the massive, communist-era Palatul Parlamentului government building, which has 1,100 rooms. Nearby, the historic Lipscani district is home to an energetic nightlife scene as well as tiny Eastern Orthodox Stavropoleos Church and 15th-century Curtea Veche Palace, where Prince Vlad III (�The Impaler�) once ruled."
129,London, United Kingdom,,120.87,83.32,53.83,69.26,81.63,27.8,47.34,55.72,75.72,"London, the capital of England and the United Kingdom, is a 21st-century city with history stretching back to Roman times. At its centre stand the imposing Houses of Parliament, the iconic �Big Ben� clock tower and Westminster Abbey, site of British monarch coronations. Across the Thames River, the London Eye observation wheel provides panoramic views of the South Bank cultural complex, and the entire city.",https://media.timeout.com/images/103042848/image.jpg,,"London, the capital of England and the United Kingdom, is a 21st-century city with history stretching back to Roman times. At its centre stand the imposing Houses of Parliament, the iconic �Big Ben  i clock tower and Westminster Abbey, site of British monarch coronations. Across the Thames River, the London Eye observation wheel provides panoramic views of the South Bank cultural complex, and the entire city."
130,Minsk, Belarus,,119.58,36.44,78.65,58.88,34.73,18.8,27.96,42.27,20.07,"Minsk, capital of Belarus, is a modern city dominated by monumental Stalinist architecture. Many of its museums, theaters and other cultural attractions line Independence Avenue (Praspyekt Nyezalyezhnastsi), a wide, 15km-long thoroughfare leading to vast Independence Square. Looming over this iconic plaza are massive KGB Headquarters and the neo-Romanesque Church of Saints Simon and Helena, also known as Red Church.",https://s.inyourpocket.com/gallery/107409.jpg,,"Minsk, capital of Belarus, is a modern city dominated by monumental Stalinist architecture. Many of its museums, theaters and other cultural attractions line Independence Avenue (Praspyekt Nyezalyezhnastsi), a wide, 15km-long thoroughfare leading to vast Independence Square. Looming over this iconic plaza are massive KGB Headquarters and the neo-Romanesque Church of Saints Simon and Helena, also known as Red Church."
131,Coimbatore, India,,117.59,51.61,63.25,72.73,23.46,9.81,51.69,63.89,38.34,"Coimbatore is a city in the south Indian state of Tamil Nadu. To the northwest is the centuries-old, Dravidian-style Arulmigu Subramaniyaswami Temple, Marudamalai. The colorful and intricately carved Arulmigu Patteeswarar Swamy Temple lies southeast of here. In the center, the Gass Forest Museum has a huge collection of preserved animals and tree trunks. Southeast, birds and butterflies inhabit Singanallur Lake.",http://www.rickshawchallenge.com/wp-content/gallery/coimbatore/800px-perur_patteeshwarar_temple.jpg,,"Coimbatore is a city in the south Indian state of Tamil Nadu. To the northwest is the centuries-old, Dravidian-style Arulmigu Subramaniyaswami Temple, Marudamalai. The colorful and intricately carved Arulmigu Patteeswarar Swamy Temple lies southeast of here. In the center, the Gass Forest Museum has a huge collection of preserved animals and tree trunks. Southeast, birds and butterflies inhabit Singanallur Lake."
132,Bangalore, India,,117.34,96.06,52.74,68.47,27.06,8.09,52.09,82.98,40.05,"Bengaluru (also called Bangalore) is the capital of India's southern Karnataka state. The center of India's high-tech industry, the city is also known for its parks and nightlife. By Cubbon Park, Vidhana Soudha is a Neo-Dravidian legislative building. Former royal residences include 19th-century Bangalore Palace, modeled after England�s Windsor Castle, and Tipu Sultan�s Summer Palace, an 18th-century teak structure.",https://www.lendbox.in/static/images/blog/personal-loans-in-bangalore.jpg,,"Bengaluru (also called Bangalore) is the capital of India's southern Karnataka state. The center of India's high-tech industry, the city is also known for its parks and nightlife. By Cubbon Park, Vidhana Soudha is a Neo-Dravidian legislative building. Former royal residences include 19th-century Bangalore Palace, modeled after England  is Windsor Castle, and Tipu Sultan  is Summer Palace, an 18th-century teak structure."
133,Amman, Jordan,,116.82,41.69,55.2,71.59,61.8,8.4,50.32,81.57,88.42,"Amman, the capital of Jordan, is a modern city with numerous ancient ruins. Atop Jabal al-Qala�a hill, the historic Citadel includes the pillars of the Roman Temple of Hercules and the 8th-century Umayyad Palace complex, known for its grand dome. Built into a different downtown hillside, the Roman Theater is a 6,000-capacity, 2nd-century stone amphitheater offering occasional events.",https://en.aegeanair.com/-/media/images/heroimages/amman_final_cover.jpg?h=800&w=1920&la=en&hash=AC21E5A1855C6EA9A835B0A2756F0CE749773D70,,"Amman, the capital of Jordan, is a modern city with numerous ancient ruins. Atop Jabal al-Qala  ia hill, the historic Citadel includes the pillars of the Roman Temple of Hercules and the 8th-century Umayyad Palace complex, known for its grand dome. Built into a different downtown hillside, the Roman Theater is a 6,000-capacity, 2nd-century stone amphitheater offering occasional events."
134,Jeddah (Jiddah), Saudi Arabia,,114.29,111.99,71.22,56.72,50.07,3.47,43.92,78.94,-1.45,"Jeddah, a Saudi Arabian port city on the Red Sea, is a modern commercial hub and gateway for pilgrimages to the Islamic holy cities Mecca and Medina. Resort hotels, beaches and outdoor sculptures line the Corniche, a seafront promenade anchored by the iconic King Fahd�s Fountain. The city�s Al-Balad historic district dates to the 7th century and retains traditional homes built from coral.",http://www.tourist-destinations.com/wp-content/uploads/2013/05/Jeddah1.jpg,,"Jeddah, a Saudi Arabian port city on the Red Sea, is a modern commercial hub and gateway for pilgrimages to the Islamic holy cities Mecca and Medina. Resort hotels, beaches and outdoor sculptures line the Corniche, a seafront promenade anchored by the iconic King Fahd  is Fountain. The city  is Al-Balad historic district dates to the 7th century and retains traditional homes built from coral."
135,Rome, Italy,,113.99,72.41,44.53,58.35,74.06,23.04,46.7,66.63,90.08,"Rome, Italy�s capital, is a sprawling, cosmopolitan city with nearly 3,000 years of globally influential art, architecture and culture on display. Ancient ruins such as the Forum and the Colosseum evoke the power of the former Roman Empire. Vatican City, headquarters of the Roman Catholic Church, has St. Peter�s Basilica and the Vatican Museums, which house masterpieces such as Michelangelo�s Sistine Chapel frescoes.",http://www.206tours.com/images/italy/rome/st-peters-square-italy1b.jpg,,"Rome, Italy  is capital, is a sprawling, cosmopolitan city with nearly 3,000 years of globally influential art, architecture and culture on display. Ancient ruins such as the Forum and the Colosseum evoke the power of the former Roman Empire. Vatican City, headquarters of the Roman Catholic Church, has St. Peter  is Basilica and the Vatican Museums, which house masterpieces such as Michelangelo  is Sistine Chapel frescoes."
136,Skopje, Macedonia,,112.13,39.69,55.68,63.22,34.53,15.93,34.3,81.98,75.54,"Skopje is the capital of the Republic of Macedonia, in the center of the Balkan Peninsula. Over time it has experienced Roman, Byzantine and Ottoman rule. The 15th-century Stone Bridge connects the Ottoman Old Bazaar (_ar_ija) on the Vardar River�s north bank with contemporary Macedonia Square to the south. The Skopje (Kale) Fortress overlooking the river has defended the city for centuries.",http://www.exploringmacedonia.com/content/images/Skopje/large/Skopje%20big%20pic%20(7).jpg,,"Skopje is the capital of the Republic of Macedonia, in the center of the Balkan Peninsula. Over time it has experienced Roman, Byzantine and Ottoman rule. The 15th-century Stone Bridge connects the Ottoman Old Bazaar (_ar_ija) on the Vardar River�s north bank with contemporary Macedonia Square to the south. The Skopje (Kale) Fortress overlooking the river has defended the city for centuries."
137,Montevideo, Uruguay,,108.87,32.43,44.27,67.24,70.16,20.02,51.78,56.6,89.08,"Montevideo, Uruguay�s capital, is a major city along Montevideo Bay. It revolves around the Plaza de la Independencia, once home to a Spanish citadel. This plaza leads to Ciudad Vieja (the old town), with art deco buildings, colonial homes and landmarks including the towering Palacio Salvo and neoclassical performance hall Sol's Theatre. Mercado del Puerto is an old port market filled with many steakhouses.",http://assets.bubblear.com/wp-content/uploads/2016/10/21140333/2636.jpg,,"Montevideo, Uruguay  is capital, is a major city along Montevideo Bay. It revolves around the Plaza de la Independencia, once home to a Spanish citadel. This plaza leads to Ciudad Vieja (the old town), with art deco buildings, colonial homes and landmarks including the towering Palacio Salvo and neoclassical performance hall Sol's Theatre. Mercado del Puerto is an old port market filled with many steakhouses."
